id,title,category,source,tags,source_url
hf_ds_67cac93b5877d9c876a84572,jobs-git/Zyda-2,dataset,HuggingFace Datasets,language:en|license:odc-by|region:us|size_categories:n>1T|task_categories:text-generation,https://huggingface.co/datasets/jobs-git/Zyda-2
hf_ds_67d829e152331730e865bfb7,cadene/droid_1.0.1,dataset,HuggingFace Datasets,LeRobot|license:apache-2.0|region:us|task_categories:robotics,https://huggingface.co/datasets/cadene/droid_1.0.1
hf_ds_67d97c4be2b27852325fd8e2,nvidia/PhysicalAI-Robotics-GR00T-X-Embodiment-Sim,dataset,HuggingFace Datasets,license:cc-by-4.0|region:us|robotics|task_categories:robotics,https://huggingface.co/datasets/nvidia/PhysicalAI-Robotics-GR00T-X-Embodiment-Sim
hf_ds_67e58fa6625f0f6c8447f37c,tasl-lab/uniocc,dataset,HuggingFace Datasets,3d|3d-occupancy|CARLA|OpenCOOD|Waymo|arxiv:2503.24381|autonomous-driving|benchmark|flow-estimation|license:mit|modality:3d|multi-modal|nuScenes|occupancy-forecasting|occupancy-prediction|region:us|task_categories:image-to-3d,https://huggingface.co/datasets/tasl-lab/uniocc
hf_ds_67eb39ec9c3049765889d084,updatebao/geonamebase_1,dataset,HuggingFace Datasets,modality:image|region:us,https://huggingface.co/datasets/updatebao/geonamebase_1
hf_ds_68101f6210b86ba322aabec8,SWE-bench/SWE-bench_Multilingual,dataset,HuggingFace Datasets,format:parquet|language:en|library:datasets|library:mlcroissant|library:pandas|library:polars|license:mit|modality:text|region:us|size_categories:n<1K,https://huggingface.co/datasets/SWE-bench/SWE-bench_Multilingual
hf_ds_68179ef58e267618d9e7bc61,ieasybooks-org/prophet-mosque-library,dataset,HuggingFace Datasets,format:csv|language:ar|library:datasets|library:mlcroissant|library:pandas|library:polars|license:mit|modality:text|region:us|size_categories:10K<n<100K|task_categories:image-to-text,https://huggingface.co/datasets/ieasybooks-org/prophet-mosque-library
hf_ds_683195b70ed0a5b1919c6f22,daniilakk/nbchr_pdfs,dataset,HuggingFace Datasets,license:unknown|modality:document|region:us,https://huggingface.co/datasets/daniilakk/nbchr_pdfs
hf_ds_6835d7e81900f053ee3c7c9e,xlangai/ubuntu_osworld_file_cache,dataset,HuggingFace Datasets,arxiv:2404.07972|license:apache-2.0|region:us,https://huggingface.co/datasets/xlangai/ubuntu_osworld_file_cache
hf_ds_6850196ad602532f84eb625b,world-igr-plum/regions,dataset,HuggingFace Datasets,license:mit|region:us,https://huggingface.co/datasets/world-igr-plum/regions
hf_ds_6851cac31458ae6b02f8e8e7,EssentialAI/essential-web-v1.0,dataset,HuggingFace Datasets,arxiv:2506.14111|license:odc-by|region:us|size_categories:10B<n<100B,https://huggingface.co/datasets/EssentialAI/essential-web-v1.0
hf_ds_689042da4516ba24837c50cd,KAKA22/SpreadsheetBench,dataset,HuggingFace Datasets,arxiv:2406.14991|license:cc-by-sa-4.0|region:us,https://huggingface.co/datasets/KAKA22/SpreadsheetBench
hf_ds_68a55284aaea0407e031a0ad,OpenSQZ/AutoMathText-V2,dataset,HuggingFace Datasets,LLM|STEM|arxiv:2402.07625|finetuning|language:en|language:zh|math|midtraining|modality:tabular|modality:text|pretraining|reasoning|region:us|size_categories:100M<n<1B|task_categories:question-answering|task_categories:text-generation,https://huggingface.co/datasets/OpenSQZ/AutoMathText-V2
hf_ds_68aefe4b74c4af3424207d2d,ZahidYasinMittha/American-Sign-Language-Dataset,dataset,HuggingFace Datasets,ASL|American Sign Language|Gesture Recognition|Video Dataset|library:datasets|library:mlcroissant|license:mit|modality:video|region:us|size_categories:n<1K,https://huggingface.co/datasets/ZahidYasinMittha/American-Sign-Language-Dataset
hf_ds_68b39036631546df1cfe0cba,ryanmarten/OpenThoughts-1k-sample,dataset,HuggingFace Datasets,arxiv:2506.04178|format:parquet|library:datasets|library:mlcroissant|library:pandas|library:polars|modality:text|region:us|size_categories:1K<n<10K,https://huggingface.co/datasets/ryanmarten/OpenThoughts-1k-sample
hf_ds_68e91443c366e5879388a4d4,vyokky/GUI-360,dataset,HuggingFace Datasets,arxiv:2511.04307|license:mit|region:us|size_categories:1M<n<10M|task_categories:image-text-to-text,https://huggingface.co/datasets/vyokky/GUI-360
hf_ds_6901510f85821f56ae6f5438,jzr99/mesh4d_dataset,dataset,HuggingFace Datasets,region:us,https://huggingface.co/datasets/jzr99/mesh4d_dataset
hf_ds_69417bb991171752887f7213,Chelsea707/arxiv-cs-2020-2025-pdfs,dataset,HuggingFace Datasets,region:us,https://huggingface.co/datasets/Chelsea707/arxiv-cs-2020-2025-pdfs
hf_ds_6947232e01886522f0154ff9,permutans/arxiv-papers-by-subject,dataset,HuggingFace Datasets,academic-papers|arxiv|language:en|license:mit|metadata|region:us|research|scientific-literature|size_categories:1M<n<10M|source_datasets:nick007x/arxiv-papers|task_categories:feature-extraction|task_categories:text-generation,https://huggingface.co/datasets/permutans/arxiv-papers-by-subject
